,treatment,animal,val_accuracy,test_accuracy,prop_reward_pred_val,prop_reward_pred_test,prop_reward,prop_reward_test,val_f1,test_f1,test_tp,test_tn,test_fp,test_fn,val_tp,val_tn,val_fp,val_fn,Session_trial,Reward,Prop_pred_reward_trial
0,Control,1,0.8738461538461537,0.5897435897435898,0.7435897435897436,0.8397435897435898,0.7083333333333334,0.5833333333333334,0.9094922737306844,0.7117117117117118,0.5064102564102564,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.6602564102564102,0.20833333333333334,0.08333333333333333,0.04807692307692308,7_1,0.0,1.0
1,Control,1,0.8738461538461537,0.5897435897435898,0.7435897435897436,0.8397435897435898,0.7083333333333334,0.5833333333333334,0.9094922737306844,0.7117117117117118,0.5064102564102564,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.6602564102564102,0.20833333333333334,0.08333333333333333,0.04807692307692308,7_10,0.0,1.0
2,Control,1,0.8738461538461537,0.5897435897435898,0.7435897435897436,0.8397435897435898,0.7083333333333334,0.5833333333333334,0.9094922737306844,0.7117117117117118,0.5064102564102564,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.6602564102564102,0.20833333333333334,0.08333333333333333,0.04807692307692308,7_11,1.0,0.9487179487179487
3,Control,1,0.8738461538461537,0.5897435897435898,0.7435897435897436,0.8397435897435898,0.7083333333333334,0.5833333333333334,0.9094922737306844,0.7117117117117118,0.5064102564102564,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.6602564102564102,0.20833333333333334,0.08333333333333333,0.04807692307692308,7_12,0.0,0.0
4,Control,1,0.8738461538461537,0.5897435897435898,0.7435897435897436,0.8397435897435898,0.7083333333333334,0.5833333333333334,0.9094922737306844,0.7117117117117118,0.5064102564102564,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.6602564102564102,0.20833333333333334,0.08333333333333333,0.04807692307692308,7_2,1.0,1.0
5,Control,1,0.8738461538461537,0.5897435897435898,0.7435897435897436,0.8397435897435898,0.7083333333333334,0.5833333333333334,0.9094922737306844,0.7117117117117118,0.5064102564102564,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.6602564102564102,0.20833333333333334,0.08333333333333333,0.04807692307692308,7_3,0.0,1.0
6,Control,1,0.8738461538461537,0.5897435897435898,0.7435897435897436,0.8397435897435898,0.7083333333333334,0.5833333333333334,0.9094922737306844,0.7117117117117118,0.5064102564102564,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.6602564102564102,0.20833333333333334,0.08333333333333333,0.04807692307692308,7_4,1.0,1.0
7,Control,1,0.8738461538461537,0.5897435897435898,0.7435897435897436,0.8397435897435898,0.7083333333333334,0.5833333333333334,0.9094922737306844,0.7117117117117118,0.5064102564102564,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.6602564102564102,0.20833333333333334,0.08333333333333333,0.04807692307692308,7_5,1.0,1.0
8,Control,1,0.8738461538461537,0.5897435897435898,0.7435897435897436,0.8397435897435898,0.7083333333333334,0.5833333333333334,0.9094922737306844,0.7117117117117118,0.5064102564102564,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.6602564102564102,0.20833333333333334,0.08333333333333333,0.04807692307692308,7_6,1.0,1.0
9,Control,1,0.8738461538461537,0.5897435897435898,0.7435897435897436,0.8397435897435898,0.7083333333333334,0.5833333333333334,0.9094922737306844,0.7117117117117118,0.5064102564102564,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.6602564102564102,0.20833333333333334,0.08333333333333333,0.04807692307692308,7_7,0.0,1.0
10,Control,1,0.8738461538461537,0.5897435897435898,0.7435897435897436,0.8397435897435898,0.7083333333333334,0.5833333333333334,0.9094922737306844,0.7117117117117118,0.5064102564102564,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.6602564102564102,0.20833333333333334,0.08333333333333333,0.04807692307692308,7_8,1.0,1.0
