,treatment,animal,val_accuracy,test_accuracy,prop_reward_pred_val,prop_reward_pred_test,prop_reward,prop_reward_test,val_f1,test_f1,test_tp,test_tn,test_fp,test_fn,val_tp,val_tn,val_fp,val_fn,Session_trial,Reward,Prop_pred_reward_trial
0,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_1,1.0,1.0
1,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_10,1.0,1.0
2,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_11,1.0,1.0
3,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_12,1.0,1.0
4,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_2,1.0,1.0
5,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_3,1.0,1.0
6,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_4,1.0,1.0
7,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_5,0.0,0.0
8,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_6,1.0,1.0
9,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_7,1.0,1.0
10,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_8,1.0,1.0
11,Control,1,0.8697435897435899,1.0,0.7393162393162394,0.9166666666666666,0.7083333333333334,0.9166666666666666,0.9062730627306274,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.655982905982906,0.20833333333333334,0.08333333333333333,0.05235042735042735,6_9,1.0,1.0
0,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_1,0.0,0.0
1,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_10,1.0,1.0
2,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_11,1.0,1.0
3,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_12,1.0,1.0
4,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_2,1.0,1.0
5,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_3,1.0,1.0
6,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_4,1.0,1.0
7,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_5,1.0,1.0
8,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_6,1.0,1.0
9,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_7,1.0,1.0
10,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_8,1.0,1.0
11,Control,10,0.6933333333333334,1.0,0.844017094017094,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.7942188575361322,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.6164529914529915,0.0641025641025641,0.22756410256410256,0.09188034188034189,6_9,0.0,0.0
0,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_1,0.0,0.0
1,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_10,1.0,1.0
2,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_11,1.0,1.0
3,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_12,0.0,0.0
4,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_2,1.0,1.0
5,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_3,1.0,1.0
6,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_4,1.0,1.0
7,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_5,1.0,1.0
8,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_6,1.0,1.0
9,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_7,0.0,0.0
10,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_8,1.0,1.0
11,Control,M3,0.6523076923076923,1.0,0.9102564102564102,0.75,0.7083333333333334,0.75,0.7762376237623763,1.0,0.75,0.25,0.0,0.0,0.6282051282051282,0.009615384615384616,0.28205128205128205,0.08012820512820513,6_9,1.0,1.0
0,Idazoxan,4,0.877948717948718,1.0,0.8771367521367521,1.0,0.8333333333333334,1.0,0.9256714553404123,1.0,1.0,0.0,0.0,0.0,0.7916666666666666,0.0811965811965812,0.08547008547008547,0.041666666666666664,6_1,1.0,1.0
