,treatment,animal,val_accuracy,test_accuracy,prop_reward_pred_val,prop_reward_pred_test,prop_reward,prop_reward_test,Session_trial,Reward,Prop_pred_reward_trial
9,Control,M3,0.7384615384615385,0.5790598290598291,0.9166666666666666,0.41025641025641024,0.7083333333333334,0.4166666666666667,7_7,0.0,0.0
10,Control,M3,0.7384615384615385,0.5790598290598291,0.9166666666666666,0.41025641025641024,0.7083333333333334,0.4166666666666667,7_8,1.0,0.41025641025641024
11,Control,M3,0.7384615384615385,0.5790598290598291,0.9166666666666666,0.41025641025641024,0.7083333333333334,0.4166666666666667,7_9,0.0,0.7948717948717948
0,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_1,0.0,0.6153846153846154
1,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_10,0.0,1.0
2,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_11,0.0,0.9487179487179487
3,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_12,0.0,1.0
4,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_2,1.0,1.0
5,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_3,0.0,1.0
6,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_4,0.0,1.0
7,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_5,0.0,1.0
8,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_6,0.0,1.0
9,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_7,0.0,1.0
10,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_8,0.0,0.9743589743589743
11,Idazoxan,4,0.8420512820512819,0.20512820512820512,0.9145299145299145,0.9615384615384616,0.8333333333333334,0.16666666666666666,7_9,1.0,1.0
0,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_1,1.0,0.0
1,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_10,0.0,0.0
2,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_11,1.0,0.02564102564102564
3,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_12,1.0,0.5384615384615384
4,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_2,0.0,0.9743589743589743
5,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_3,0.0,0.0
6,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_4,0.0,0.0
7,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_5,0.0,0.0
8,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_6,0.0,0.0
9,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_7,0.0,0.05128205128205128
10,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_8,1.0,0.5641025641025641
11,Idazoxan,80,0.7866666666666667,0.6752136752136753,0.8792735042735043,0.1794871794871795,0.75,0.3333333333333333,7_9,0.0,0.0
0,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_1,0.0,1.0
1,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_10,0.0,1.0
2,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_11,0.0,0.0
3,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_12,1.0,0.0
4,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_2,0.0,0.38461538461538464
5,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_3,0.0,0.0
6,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_4,1.0,0.0
7,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_5,0.0,0.5128205128205128
8,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_6,0.0,0.0
9,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_7,0.0,0.0
10,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_8,0.0,0.5128205128205128
11,Idazoxan,F3,0.86,0.4658119658119658,0.8354700854700855,0.2841880341880342,0.75,0.25,7_9,1.0,0.0
0,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_1,0.0,1.0
1,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_10,1.0,1.0
2,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_11,0.0,1.0
3,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_12,1.0,1.0
4,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_2,0.0,1.0
5,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_3,0.0,0.0
6,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_4,0.0,0.6410256410256411
7,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_5,0.0,1.0
8,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_6,0.0,1.0
9,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_7,0.0,1.0
10,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_8,1.0,1.0
11,Clonidine,50,0.803076923076923,0.36324786324786323,0.7232905982905983,0.8867521367521367,0.7083333333333334,0.25,7_9,0.0,1.0
0,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_1,0.0,0.9487179487179487
1,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_10,0.0,0.23076923076923078
2,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_11,0.0,1.0
3,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_12,1.0,0.3333333333333333
4,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_2,0.0,0.02564102564102564
5,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_3,0.0,1.0
6,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_4,1.0,0.23076923076923078
7,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_5,0.0,1.0
8,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_6,0.0,0.0
9,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_7,1.0,0.0
10,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_8,0.0,1.0
11,Clonidine,83,0.7076923076923077,0.36324786324786323,0.7777777777777778,0.5641025641025641,0.75,0.3333333333333333,7_9,1.0,1.0
0,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_1,0.0,1.0
1,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_10,0.0,1.0
2,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_11,0.0,1.0
3,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_12,1.0,1.0
4,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_2,0.0,1.0
5,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_3,0.0,1.0
6,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_4,0.0,1.0
7,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_5,0.0,1.0
8,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_6,0.0,1.0
9,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_7,1.0,1.0
10,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_8,0.0,1.0
11,Clonidine,F4,0.8,0.25,1.0,1.0,0.7916666666666666,0.25,7_9,1.0,1.0
